資料集Id,資料集名稱,資料集提供機關名稱,資料集連結,主要欄位說明,資料資源下載連結,資料資源檔案格式,metadata文字編碼
18018,綜合所得稅捐贈扣除細項件數金額單項分配各縣市申報統計表,財政部財政資訊中心,data.gov.tw/node/18018,"縣市別,採捐贈扣除納稅單位,採捐贈扣除綜合所得總額,件數合計,金額合計,對政府之捐贈(含國防、勞軍、古蹟)現金件數,對政府之捐贈(含國防、勞軍、古蹟)現金金額,對政府之捐贈(含國防、勞軍、古蹟)以土地對政府之捐贈件數,對政府之捐贈(含國防、勞軍、古蹟)以土地對政府之捐贈金額,對政府之捐贈(含國防、勞軍、古蹟)土地以外之實物件數,對政府之捐贈(含國防、勞軍、古蹟)土地以外之實物金額,一般捐贈現金件數,一般捐贈現金金額,一般捐贈實物件數,一般捐贈實物金額,一般捐贈私立學校捐贈件數,一般捐贈私立學校捐贈金額,依政治獻金法之捐贈對政黨件數,依政治獻金法之捐贈對政黨金額,依政治獻金法之捐贈對政治團體件數,依政治獻金法之捐贈對政治團體金額,依政治獻金法之捐贈對擬參選人件數,依政治獻金法之捐贈對擬參選人金額,候選人之競選經費依公職人員選罷法件數,候選人之競選經費依公職人員選罷法金額,候選人之競選經費總統候選人之捐贈件數,候選人之競選經費總統候選人之捐贈金額",http://www.fia.gov.tw/public/Attachment/572114114871.CSV,CSV,UTF-8
18019,綜合所得稅核定補退稅發單戶數百分比及金額10分位申報統計表,財政部財政資訊中心,data.gov.tw/node/18019,"分位別,納稅單位,已補稅戶數,已補稅百分比,已補稅金額,先依申報退稅戶數,先依申報退稅百分比,先依申報退稅金額,本次核定退稅戶數,本次核定退稅百分比,本次核定退稅金額,退稅合計戶數,退稅合計百分比,退稅合計金額,經核定已退變為補稅戶數,經核定已退變為補稅百分比,經核定已退變為補稅金額,經核定未退稅之補稅戶數,經核定未退稅之補稅百分比,經核定未退稅之補稅金額,本次核定補稅合計戶數,本次核定補稅合計百分比,本次核定補稅合計金額,本次核定不補退戶數,本次核定不補退百分比",http://www.fia.gov.tw/public/Attachment/572114434571.CSV,CSV,UTF-8
18020,綜合所得稅核定補退稅發單戶數百分比及金額20分位申報統計表,財政部財政資訊中心,data.gov.tw/node/18020,"分位別,納稅單位,已補稅戶數,已補稅百分比,已補稅金額,先依申報退稅戶數,先依申報退稅百分比,先依申報退稅金額,本次核定退稅戶數,本次核定退稅百分比,本次核定退稅金額,退稅合計戶數,退稅合計百分比,退稅合計金額,經核定已退變為補稅戶數,經核定已退變為補稅百分比,經核定已退變為補稅金額,經核定未退稅之補稅戶數,經核定未退稅之補稅百分比,經核定未退稅之補稅金額,本次核定補稅合計戶數,本次核定補稅合計百分比,本次核定補稅合計金額,本次核定不補退戶數,本次核定不補退百分比",http://www.fia.gov.tw/public/Attachment/572114435571.CSV,CSV,UTF-8
18021,綜合所得稅核定補退稅發單戶數百分比及金額5分位申報統計表,財政部財政資訊中心,data.gov.tw/node/18021,"分位別,納稅單位,已補稅戶數,已補稅百分比,已補稅金額,先依申報退稅戶數,先依申報退稅百分比,先依申報退稅金額,本次核定退稅戶數,本次核定退稅百分比,本次核定退稅金額,退稅合計戶數,退稅合計百分比,退稅合計金額,經核定已退變為補稅戶數,經核定已退變為補稅百分比,經核定已退變為補稅金額,經核定未退稅之補稅戶數,經核定未退稅之補稅百分比,經核定未退稅之補稅金額,本次核定補稅合計戶數,本次核定補稅合計百分比,本次核定補稅合計金額,本次核定不補退戶數,本次核定不補退百分比",http://www.fia.gov.tw/public/Attachment/572114433571.CSV,CSV,UTF-8
18022,綜合所得稅核定補退稅發單戶數百分比及金額各級距申報統計表,財政部財政資訊中心,data.gov.tw/node/18022,"級距：萬元,納稅單位,已補稅戶數,已補稅百分比,已補稅金額,先依申報退稅戶數,先依申報退稅百分比,先依申報退稅金額,本次核定退稅戶數,本次核定退稅百分比,本次核定退稅金額,退稅合計戶數,退稅合計百分比,退稅合計金額,經核定已退變為補稅戶數,經核定已退變為補稅百分比,經核定已退變為補稅金額,經核定未退稅之補稅戶數,經核定未退稅之補稅百分比,經核定未退稅之補稅金額,本次核定補稅合計戶數,本次核定補稅合計百分比,本次核定補稅合計金額,本次核定不補退戶數,本次核定不補退百分比",http://www.fia.gov.tw/public/Attachment/572114432671.CSV,CSV,UTF-8
18023,綜合所得稅核定補退稅發單戶數百分比及金額各縣市申報統計表,財政部財政資訊中心,data.gov.tw/node/18023,"縣市別,納稅單位,已補稅戶數,已補稅百分比,已補稅金額,先依申報退稅戶數,先依申報退稅百分比,先依申報退稅金額,本次核定退稅戶數,本次核定退稅百分比,本次核定退稅金額,退稅合計戶數,退稅合計百分比,退稅合計金額,經核定已退變為補稅戶數,經核定已退變為補稅百分比,經核定已退變為補稅金額,經核定未退稅之補稅戶數,經核定未退稅之補稅百分比,經核定未退稅之補稅金額,本次核定補稅合計戶數,本次核定補稅合計百分比,本次核定補稅合計金額,本次核定不補退戶數,本次核定不補退百分比",http://www.fia.gov.tw/public/Attachment/572114431371.CSV,CSV,UTF-8
18024,綜合所得稅核定補退稅發單戶數金額單項分配10分位申報統計表,財政部財政資訊中心,data.gov.tw/node/18024,"分位別,納稅單位,已補稅戶數,已補稅金額,先依申報退稅戶數,先依申報退稅金額,本次核定退稅戶數,本次核定退稅金額,退稅合計戶數,退稅合計金額,經核定已退變為補稅戶數,經核定已退變為補稅金額,經核定未退稅之補稅戶數,經核定未退稅之補稅金額,本次核定補稅合計戶數,本次核定補稅合計金額,本次核定不補退戶數",http://www.fia.gov.tw/public/Attachment/572114452771.CSV,CSV,UTF-8
18025,綜合所得稅核定補退稅發單戶數金額單項分配20分位申報統計表,財政部財政資訊中心,data.gov.tw/node/18025,"分位別,納稅單位,已補稅戶數,已補稅金額,先依申報退稅戶數,先依申報退稅金額,本次核定退稅戶數,本次核定退稅金額,退稅合計戶數,退稅合計金額,經核定已退變為補稅戶數,經核定已退變為補稅金額,經核定未退稅之補稅戶數,經核定未退稅之補稅金額,本次核定補稅合計戶數,本次核定補稅合計金額,本次核定不補退戶數",http://www.fia.gov.tw/public/Attachment/572114453871.CSV,CSV,UTF-8
18026,綜合所得稅核定補退稅發單戶數金額單項分配5分位申報統計表,財政部財政資訊中心,data.gov.tw/node/18026,"分位別,納稅單位,已補稅戶數,已補稅金額,先依申報退稅戶數,先依申報退稅金額,本次核定退稅戶數,本次核定退稅金額,退稅合計戶數,退稅合計金額,經核定已退變為補稅戶數,經核定已退變為補稅金額,經核定未退稅之補稅戶數,經核定未退稅之補稅金額,本次核定補稅合計戶數,本次核定補稅合計金額,本次核定不補退戶數",http://www.fia.gov.tw/public/Attachment/572114451771.CSV,CSV,UTF-8
18027,綜合所得稅核定補退稅發單戶數金額單項分配各級距申報統計表,財政部財政資訊中心,data.gov.tw/node/18027,"級距：萬元,納稅單位,已補稅戶數,已補稅金額,先依申報退稅戶數,先依申報退稅金額,本次核定退稅戶數,本次核定退稅金額,退稅合計戶數,退稅合計金額,經核定已退變為補稅戶數,經核定已退變為補稅金額,經核定未退稅之補稅戶數,經核定未退稅之補稅金額,本次核定補稅合計戶數,本次核定補稅合計金額,本次核定不補退戶數",http://www.fia.gov.tw/public/Attachment/57211445771.CSV,CSV,UTF-8
18028,綜合所得稅核定補退稅發單戶數金額單項分配各縣市申報統計表,財政部財政資訊中心,data.gov.tw/node/18028,"縣市別,納稅單位,已補稅戶數,已補稅金額,先依申報退稅戶數,先依申報退稅金額,本次核定退稅戶數,本次核定退稅金額,退稅合計戶數,退稅合計金額,經核定已退變為補稅戶數,經核定已退變為補稅金額,經核定未退稅之補稅戶數,經核定未退稅之補稅金額,本次核定補稅合計戶數,本次核定補稅合計金額,本次核定不補退戶數",http://www.fia.gov.tw/public/Attachment/572114445671.CSV,CSV,UTF-8
18029,綜合所得稅核定補退稅發單平均每戶金額統計表10分位申報統計表,財政部財政資訊中心,data.gov.tw/node/18029,"分位別,納稅單位,已補稅戶數,已補稅百分比,已補稅金額,先依申報退稅戶數,先依申報退稅百分比,先依申報退稅金額,本次核定退稅戶數,本次核定退稅百分比,本次核定退稅金額,退稅合計戶數,退稅合計百分比,退稅合計金額,經核定已退變為補稅戶數,經核定已退變為補稅百分比,經核定已退變為補稅金額,經核定未退稅之補稅戶數,經核定未退稅之補稅百分比,經核定未退稅之補稅金額,本次核定補稅合計戶數,本次核定補稅合計百分比,本次核定補稅合計金額,本次核定不補退戶數,本次核定不補退百分比",http://www.fia.gov.tw/public/Attachment/572114443771.CSV,CSV,UTF-8
18030,綜合所得稅核定補退稅發單平均每戶金額統計表20分位申報統計表,財政部財政資訊中心,data.gov.tw/node/18030,"分位別,納稅單位,已補稅戶數,已補稅百分比,已補稅金額,先依申報退稅戶數,先依申報退稅百分比,先依申報退稅金額,本次核定退稅戶數,本次核定退稅百分比,本次核定退稅金額,退稅合計戶數,退稅合計百分比,退稅合計金額,經核定已退變為補稅戶數,經核定已退變為補稅百分比,經核定已退變為補稅金額,經核定未退稅之補稅戶數,經核定未退稅之補稅百分比,經核定未退稅之補稅金額,本次核定補稅合計戶數,本次核定補稅合計百分比,本次核定補稅合計金額,本次核定不補退戶數,本次核定不補退百分比",http://www.fia.gov.tw/public/Attachment/572114444771.CSV,CSV,UTF-8
18031,綜合所得稅核定補退稅發單平均每戶金額統計表5分位申報統計表,財政部財政資訊中心,data.gov.tw/node/18031,"分位別,納稅單位,已補稅戶數,已補稅百分比,已補稅金額,先依申報退稅戶數,先依申報退稅百分比,先依申報退稅金額,本次核定退稅戶數,本次核定退稅百分比,本次核定退稅金額,退稅合計戶數,退稅合計百分比,退稅合計金額,經核定已退變為補稅戶數,經核定已退變為補稅百分比,經核定已退變為補稅金額,經核定未退稅之補稅戶數,經核定未退稅之補稅百分比,經核定未退稅之補稅金額,本次核定補稅合計戶數,本次核定補稅合計百分比,本次核定補稅合計金額,本次核定不補退戶數,本次核定不補退百分比",http://www.fia.gov.tw/public/Attachment/572114442771.CSV,CSV,UTF-8
18032,綜合所得稅核定補退稅發單平均每戶金額統計表各級距申報統計表,財政部財政資訊中心,data.gov.tw/node/18032,"級距：萬元,納稅單位,已補稅戶數,已補稅百分比,已補稅金額,先依申報退稅戶數,先依申報退稅百分比,先依申報退稅金額,本次核定退稅戶數,本次核定退稅百分比,本次核定退稅金額,退稅合計戶數,退稅合計百分比,退稅合計金額,經核定已退變為補稅戶數,經核定已退變為補稅百分比,經核定已退變為補稅金額,經核定未退稅之補稅戶數,經核定未退稅之補稅百分比,經核定未退稅之補稅金額,本次核定補稅合計戶數,本次核定補稅合計百分比,本次核定補稅合計金額,本次核定不補退戶數,本次核定不補退百分比",http://www.fia.gov.tw/public/Attachment/572114441671.CSV,CSV,UTF-8
18033,綜合所得稅核定補退稅發單平均每戶金額統計表各縣市申報統計表,財政部財政資訊中心,data.gov.tw/node/18033,"縣市別,納稅單位,已補稅戶數,已補稅百分比,已補稅金額,先依申報退稅戶數,先依申報退稅百分比,先依申報退稅金額,本次核定退稅戶數,本次核定退稅百分比,本次核定退稅金額,退稅合計戶數,退稅合計百分比,退稅合計金額,經核定已退變為補稅戶數,經核定已退變為補稅百分比,經核定已退變為補稅金額,經核定未退稅之補稅戶數,經核定未退稅之補稅百分比,經核定未退稅之補稅金額,本次核定補稅合計戶數,本次核定補稅合計百分比,本次核定補稅合計金額,本次核定不補退戶數,本次核定不補退百分比",http://www.fia.gov.tw/public/Attachment/57211444671.CSV,CSV,UTF-8
18034,綜合所得稅納稅人申報誠實程度及歸戶績效10分位申報統計表,財政部財政資訊中心,data.gov.tw/node/18034,"分位別,納稅單位,申報總額占核定總額-99%以上戶數,申報總額占核定總額-99%以上百分比,申報總額占核定總額-90%-98%戶數,申報總額占核定總額-90%-98%百分比,申報總額占核定總額-70%-89%戶數,申報總額占核定總額-70%-89%百分比,申報總額占核定總額-50%-69%戶數,申報總額占核定總額-50%-69%百分比,申報總額占核定總額-30%-49%戶數,申報總額占核定總額-30%-49%百分比,申報總額占核定總額-10%-29%戶數,申報總額占核定總額-10%-29%百分比,申報總額占核定總額-0%-9%戶數,申報總額占核定總額-0%-9%百分比,歸戶所得占核定總額-99%以上戶數,歸戶所得占核定總額-99%以上百分比,歸戶所得占核定總額-90%-98%戶數,歸戶所得占核定總額-90%-98%百分比,歸戶所得占核定總額-70%-89%戶數,歸戶所得占核定總額-70%-89%百分比,歸戶所得占核定總額-50%-69%戶數,歸戶所得占核定總額-50%-69%百分比,歸戶所得占核定總額-30%-49%戶數,歸戶所得占核定總額-30%-49%百分比,歸戶所得占核定總額-10%-29%戶數,歸戶所得占核定總額-10%-29%百分比,歸戶所得占核定總額-0%-9%戶數,歸戶所得占核定總額-0%-9%百分比",http://www.fia.gov.tw/public/Attachment/572114374471.CSV,CSV,UTF-8
18035,綜合所得稅納稅人申報誠實程度及歸戶績效20分位申報統計表,財政部財政資訊中心,data.gov.tw/node/18035,"分位別,納稅單位,申報總額占核定總額-99%以上戶數,申報總額占核定總額-99%以上百分比,申報總額占核定總額-90%-98%戶數,申報總額占核定總額-90%-98%百分比,申報總額占核定總額-70%-89%戶數,申報總額占核定總額-70%-89%百分比,申報總額占核定總額-50%-69%戶數,申報總額占核定總額-50%-69%百分比,申報總額占核定總額-30%-49%戶數,申報總額占核定總額-30%-49%百分比,申報總額占核定總額-10%-29%戶數,申報總額占核定總額-10%-29%百分比,申報總額占核定總額-0%-9%戶數,申報總額占核定總額-0%-9%百分比,歸戶所得占核定總額-99%以上戶數,歸戶所得占核定總額-99%以上百分比,歸戶所得占核定總額-90%-98%戶數,歸戶所得占核定總額-90%-98%百分比,歸戶所得占核定總額-70%-89%戶數,歸戶所得占核定總額-70%-89%百分比,歸戶所得占核定總額-50%-69%戶數,歸戶所得占核定總額-50%-69%百分比,歸戶所得占核定總額-30%-49%戶數,歸戶所得占核定總額-30%-49%百分比,歸戶所得占核定總額-10%-29%戶數,歸戶所得占核定總額-10%-29%百分比,歸戶所得占核定總額-0%-9%戶數,歸戶所得占核定總額-0%-9%百分比",http://www.fia.gov.tw/public/Attachment/572114375571.CSV,CSV,UTF-8
18036,綜合所得稅納稅人申報誠實程度及歸戶績效5分位申報統計表,財政部財政資訊中心,data.gov.tw/node/18036,"分位別,納稅單位,申報總額占核定總額-99%以上戶數,申報總額占核定總額-99%以上百分比,申報總額占核定總額-90%-98%戶數,申報總額占核定總額-90%-98%百分比,申報總額占核定總額-70%-89%戶數,申報總額占核定總額-70%-89%百分比,申報總額占核定總額-50%-69%戶數,申報總額占核定總額-50%-69%百分比,申報總額占核定總額-30%-49%戶數,申報總額占核定總額-30%-49%百分比,申報總額占核定總額-10%-29%戶數,申報總額占核定總額-10%-29%百分比,申報總額占核定總額-0%-9%戶數,申報總額占核定總額-0%-9%百分比,歸戶所得占核定總額-99%以上戶數,歸戶所得占核定總額-99%以上百分比,歸戶所得占核定總額-90%-98%戶數,歸戶所得占核定總額-90%-98%百分比,歸戶所得占核定總額-70%-89%戶數,歸戶所得占核定總額-70%-89%百分比,歸戶所得占核定總額-50%-69%戶數,歸戶所得占核定總額-50%-69%百分比,歸戶所得占核定總額-30%-49%戶數,歸戶所得占核定總額-30%-49%百分比,歸戶所得占核定總額-10%-29%戶數,歸戶所得占核定總額-10%-29%百分比,歸戶所得占核定總額-0%-9%戶數,歸戶所得占核定總額-0%-9%百分比",http://www.fia.gov.tw/public/Attachment/572114373571.CSV,CSV,UTF-8
18037,綜合所得稅納稅人申報誠實程度及歸戶績效各級距申報統計表,財政部財政資訊中心,data.gov.tw/node/18037,"縣市別,納稅單位,申報總額占核定總額-99%以上戶數,申報總額占核定總額-99%以上百分比,申報總額占核定總額-90%-98%戶數,申報總額占核定總額-90%-98%百分比,申報總額占核定總額-70%-89%戶數,申報總額占核定總額-70%-89%百分比,申報總額占核定總額-50%-69%戶數,申報總額占核定總額-50%-69%百分比,申報總額占核定總額-30%-49%戶數,申報總額占核定總額-30%-49%百分比,申報總額占核定總額-10%-29%戶數,申報總額占核定總額-10%-29%百分比,申報總額占核定總額-0%-9%戶數,申報總額占核定總額-0%-9%百分比,歸戶所得占核定總額-99%以上戶數,歸戶所得占核定總額-99%以上百分比,歸戶所得占核定總額-90%-98%戶數,歸戶所得占核定總額-90%-98%百分比,歸戶所得占核定總額-70%-89%戶數,歸戶所得占核定總額-70%-89%百分比,歸戶所得占核定總額-50%-69%戶數,歸戶所得占核定總額-50%-69%百分比,歸戶所得占核定總額-30%-49%戶數,歸戶所得占核定總額-30%-49%百分比,歸戶所得占核定總額-10%-29%戶數,歸戶所得占核定總額-10%-29%百分比,歸戶所得占核定總額-0%-9%戶數,歸戶所得占核定總額-0%-9%百分比",http://www.fia.gov.tw/public/Attachment/572114372471.CSV,CSV,UTF-8
18038,綜合所得稅納稅人申報誠實程度及歸戶績效各縣市申報統計表,財政部財政資訊中心,data.gov.tw/node/18038,"縣市別,納稅單位,申報總額占核定總額-99%以上戶數,申報總額占核定總額-99%以上百分比,申報總額占核定總額-90%-98%戶數,申報總額占核定總額-90%-98%百分比,申報總額占核定總額-70%-89%戶數,申報總額占核定總額-70%-89%百分比,申報總額占核定總額-50%-69%戶數,申報總額占核定總額-50%-69%百分比,申報總額占核定總額-30%-49%戶數,申報總額占核定總額-30%-49%百分比,申報總額占核定總額-10%-29%戶數,申報總額占核定總額-10%-29%百分比,申報總額占核定總額-0%-9%戶數,申報總額占核定總額-0%-9%百分比,歸戶所得占核定總額-99%以上戶數,歸戶所得占核定總額-99%以上百分比,歸戶所得占核定總額-90%-98%戶數,歸戶所得占核定總額-90%-98%百分比,歸戶所得占核定總額-70%-89%戶數,歸戶所得占核定總額-70%-89%百分比,歸戶所得占核定總額-50%-69%戶數,歸戶所得占核定總額-50%-69%百分比,歸戶所得占核定總額-30%-49%戶數,歸戶所得占核定總額-30%-49%百分比,歸戶所得占核定總額-10%-29%戶數,歸戶所得占核定總額-10%-29%百分比,歸戶所得占核定總額-0%-9%戶數,歸戶所得占核定總額-0%-9%百分比",http://www.fia.gov.tw/public/Attachment/572114371471.CSV,CSV,UTF-8
18039,綜合所得稅納稅人申報誠實程度及歸戶績效單項分配10分位申報統計表,財政部財政資訊中心,data.gov.tw/node/18039,"分位別,納稅單位,申報總額占核定總額-99%以上百分比,申報總額占核定總額-90%-98%百分比,申報總額占核定總額-70%-89%百分比,申報總額占核定總額-50%-69%百分比,申報總額占核定總額-30%-49%百分比,申報總額占核定總額-10%-29%百分比,申報總額占核定總額-0%-9%百分比,歸戶所得占核定總額-99%以上百分比,歸戶所得占核定總額-90%-98%百分比,歸戶所得占核定總額-70%-89%百分比,歸戶所得占核定總額-50%-69%百分比,歸戶所得占核定總額-30%-49%百分比,歸戶所得占核定總額-10%-29%百分比,歸戶所得占核定總額-0%-9%百分比",http://www.fia.gov.tw/public/Attachment/572114383771.CSV,CSV,UTF-8
18040,綜合所得稅納稅人申報誠實程度及歸戶績效單項分配20分位申報統計表,財政部財政資訊中心,data.gov.tw/node/18040,"分位別,納稅單位,申報總額占核定總額-99%以上百分比,申報總額占核定總額-90%-98%百分比,申報總額占核定總額-70%-89%百分比,申報總額占核定總額-50%-69%百分比,申報總額占核定總額-30%-49%百分比,申報總額占核定總額-10%-29%百分比,申報總額占核定總額-0%-9%百分比,歸戶所得占核定總額-99%以上百分比,歸戶所得占核定總額-90%-98%百分比,歸戶所得占核定總額-70%-89%百分比,歸戶所得占核定總額-50%-69%百分比,歸戶所得占核定總額-30%-49%百分比,歸戶所得占核定總額-10%-29%百分比,歸戶所得占核定總額-0%-9%百分比",http://www.fia.gov.tw/public/Attachment/572114385271.CSV,CSV,UTF-8
18041,綜合所得稅納稅人申報誠實程度及歸戶績效單項分配5分位申報統計表,財政部財政資訊中心,data.gov.tw/node/18041,"分位別,納稅單位,申報總額占核定總額-99%以上百分比,申報總額占核定總額-90%-98%百分比,申報總額占核定總額-70%-89%百分比,申報總額占核定總額-50%-69%百分比,申報總額占核定總額-30%-49%百分比,申報總額占核定總額-10%-29%百分比,申報總額占核定總額-0%-9%百分比,歸戶所得占核定總額-99%以上百分比,歸戶所得占核定總額-90%-98%百分比,歸戶所得占核定總額-70%-89%百分比,歸戶所得占核定總額-50%-69%百分比,歸戶所得占核定總額-30%-49%百分比,歸戶所得占核定總額-10%-29%百分比,歸戶所得占核定總額-0%-9%百分比",http://www.fia.gov.tw/public/Attachment/572114382771.CSV,CSV,UTF-8
18042,綜合所得稅納稅人申報誠實程度及歸戶績效單項分配各級距申報統計表,財政部財政資訊中心,data.gov.tw/node/18042,"級距：萬元,納稅單位,申報總額占核定總額-99%以上百分比,申報總額占核定總額-90%-98%百分比,申報總額占核定總額-70%-89%百分比,申報總額占核定總額-50%-69%百分比,申報總額占核定總額-30%-49%百分比,申報總額占核定總額-10%-29%百分比,申報總額占核定總額-0%-9%百分比,歸戶所得占核定總額-99%以上百分比,歸戶所得占核定總額-90%-98%百分比,歸戶所得占核定總額-70%-89%百分比,歸戶所得占核定總額-50%-69%百分比,歸戶所得占核定總額-30%-49%百分比,歸戶所得占核定總額-10%-29%百分比,歸戶所得占核定總額-0%-9%百分比",http://www.fia.gov.tw/public/Attachment/572114381771.CSV,CSV,UTF-8
18043,綜合所得稅納稅人申報誠實程度及歸戶績效單項分配各縣市申報統計表,財政部財政資訊中心,data.gov.tw/node/18043,"縣市別,納稅單位,申報總額占核定總額-99%以上百分比,申報總額占核定總額-90%-98%百分比,申報總額占核定總額-70%-89%百分比,申報總額占核定總額-50%-69%百分比,申報總額占核定總額-30%-49%百分比,申報總額占核定總額-10%-29%百分比,申報總額占核定總額-0%-9%百分比,歸戶所得占核定總額-99%以上百分比,歸戶所得占核定總額-90%-98%百分比,歸戶所得占核定總額-70%-89%百分比,歸戶所得占核定總額-50%-69%百分比,歸戶所得占核定總額-30%-49%百分比,歸戶所得占核定總額-10%-29%百分比,歸戶所得占核定總額-0%-9%百分比",http://www.fia.gov.tw/public/Attachment/57211438671.CSV,CSV,UTF-8
18044,綜合所得稅納稅義務人申報扶養親屬年齡狀況10分位申報統計表,財政部財政資訊中心,data.gov.tw/node/18044,"分位別,納稅單位,應納稅額,免稅人數合計,本人及配偶未滿20歲,本人及配偶滿20歲未滿70歲,本人及配偶年滿70歲以上,扶養尊親屬未滿70歲,扶養尊親屬年滿70歲以上,扶養兄弟姐妹未滿20歲,扶養兄弟姐妹年滿20歲以上,扶養子女未滿3歲,扶養子女滿3歲未滿6歲,扶養子女滿6歲未滿20歲,扶養子女年滿20歲以上,扶養其他親屬未滿20歲,扶養其他親屬滿20歲未滿60歲,扶養其他親屬年滿60歲以上,大陸地區直系尊親屬未滿70歲,大陸地區直系尊親屬年滿70歲以上,大陸地區兄弟姐妹未滿20歲,大陸地區兄弟姐妹年滿20歲以上,大陸地區直系卑親屬未滿3歲,大陸地區直系卑親屬滿3歲未滿6歲,大陸地區直系卑親屬滿6歲未滿20歲,大陸地區直系卑親屬年滿20歲以上,大陸地區其他親屬未滿20歲,大陸地區其他親屬滿20歲未滿60歲,大陸地區其他親屬年滿60歲以上,大陸地區配偶未滿20歲,大陸地區配偶滿20歲未滿70歲,大陸地區配偶年滿70歲以上,直系卑親屬(孫)未滿3歲,直系卑親屬(孫)滿3歲未滿6歲,直系卑親屬(孫)滿6歲未滿20歲,直系卑親屬(孫)年滿20歲以上",http://www.fia.gov.tw/public/Attachment/57211413971.CSV,CSV,UTF-8
18045,綜合所得稅納稅義務人申報扶養親屬年齡狀況20分位申報統計表,財政部財政資訊中心,data.gov.tw/node/18045,"分位別,納稅單位,應納稅額,免稅人數合計,本人及配偶未滿20歲,本人及配偶滿20歲未滿70歲,本人及配偶年滿70歲以上,扶養尊親屬未滿70歲,扶養尊親屬年滿70歲以上,扶養兄弟姐妹未滿20歲,扶養兄弟姐妹年滿20歲以上,扶養子女未滿3歲,扶養子女滿3歲未滿6歲,扶養子女滿6歲未滿20歲,扶養子女年滿20歲以上,扶養其他親屬未滿20歲,扶養其他親屬滿20歲未滿60歲,扶養其他親屬年滿60歲以上,大陸地區直系尊親屬未滿70歲,大陸地區直系尊親屬年滿70歲以上,大陸地區兄弟姐妹未滿20歲,大陸地區兄弟姐妹年滿20歲以上,大陸地區直系卑親屬未滿3歲,大陸地區直系卑親屬滿3歲未滿6歲,大陸地區直系卑親屬滿6歲未滿20歲,大陸地區直系卑親屬年滿20歲以上,大陸地區其他親屬未滿20歲,大陸地區其他親屬滿20歲未滿60歲,大陸地區其他親屬年滿60歲以上,大陸地區配偶未滿20歲,大陸地區配偶滿20歲未滿70歲,大陸地區配偶年滿70歲以上,直系卑親屬(孫)未滿3歲,直系卑親屬(孫)滿3歲未滿6歲,直系卑親屬(孫)滿6歲未滿20歲,直系卑親屬(孫)年滿20歲以上",http://www.fia.gov.tw/public/Attachment/572114132071.CSV,CSV,UTF-8
18046,綜合所得稅納稅義務人申報扶養親屬年齡狀況5分位申報統計表,財政部財政資訊中心,data.gov.tw/node/18046,"分位別,納稅單位,應納稅額,免稅人數合計,本人及配偶未滿20歲,本人及配偶滿20歲未滿70歲,本人及配偶年滿70歲以上,扶養尊親屬未滿70歲,扶養尊親屬年滿70歲以上,扶養兄弟姐妹未滿20歲,扶養兄弟姐妹年滿20歲以上,扶養子女未滿3歲,扶養子女滿3歲未滿6歲,扶養子女滿6歲未滿20歲,扶養子女年滿20歲以上,扶養其他親屬未滿20歲,扶養其他親屬滿20歲未滿60歲,扶養其他親屬年滿60歲以上,大陸地區直系尊親屬未滿70歲,大陸地區直系尊親屬年滿70歲以上,大陸地區兄弟姐妹未滿20歲,大陸地區兄弟姐妹年滿20歲以上,大陸地區直系卑親屬未滿3歲,大陸地區直系卑親屬滿3歲未滿6歲,大陸地區直系卑親屬滿6歲未滿20歲,大陸地區直系卑親屬年滿20歲以上,大陸地區其他親屬未滿20歲,大陸地區其他親屬滿20歲未滿60歲,大陸地區其他親屬年滿60歲以上,大陸地區配偶未滿20歲,大陸地區配偶滿20歲未滿70歲,大陸地區配偶年滿70歲以上,直系卑親屬(孫)未滿3歲,直系卑親屬(孫)滿3歲未滿6歲,直系卑親屬(孫)滿6歲未滿20歲,直系卑親屬(孫)年滿20歲以上",http://www.fia.gov.tw/public/Attachment/572114125871.CSV,CSV,UTF-8
18047,綜合所得稅納稅義務人申報扶養親屬年齡狀況各級距申報統計表,財政部財政資訊中心,data.gov.tw/node/18047,"級距：萬元,納稅單位,應納稅額,免稅人數合計,本人及配偶未滿20歲,本人及配偶滿20歲未滿70歲,本人及配偶年滿70歲以上,扶養尊親屬未滿70歲,扶養尊親屬年滿70歲以上,扶養兄弟姐妹未滿20歲,扶養兄弟姐妹年滿20歲以上,扶養子女未滿3歲,扶養子女滿3歲未滿6歲,扶養子女滿6歲未滿20歲,扶養子女年滿20歲以上,扶養其他親屬未滿20歲,扶養其他親屬滿20歲未滿60歲,扶養其他親屬年滿60歲以上,大陸地區直系尊親屬未滿70歲,大陸地區直系尊親屬年滿70歲以上,大陸地區兄弟姐妹未滿20歲,大陸地區兄弟姐妹年滿20歲以上,大陸地區直系卑親屬未滿3歲,大陸地區直系卑親屬滿3歲未滿6歲,大陸地區直系卑親屬滿6歲未滿20歲,大陸地區直系卑親屬年滿20歲以上,大陸地區其他親屬未滿20歲,大陸地區其他親屬滿20歲未滿60歲,大陸地區其他親屬年滿60歲以上,大陸地區配偶未滿20歲,大陸地區配偶滿20歲未滿70歲,大陸地區配偶年滿70歲以上,直系卑親屬(孫)未滿3歲,直系卑親屬(孫)滿3歲未滿6歲,直系卑親屬(孫)滿6歲未滿20歲,直系卑親屬(孫)年滿20歲以上",http://www.fia.gov.tw/public/Attachment/572114124771.CSV,CSV,UTF-8
